Spot,Mag,Potas,Thor,Uran
107,174,85,35,49
136,174,81,41,45
44,174,85,114,114
71,174,44,38,30
91,174,53,48,36
78,174,64,56,46
136,174,71,50,29
103,174,69,50,30
37,174,27,25,18
66,174,69,50,31
100,174,44,48,32
156,174,69,50,34
130,174,78,49,44
45,174,48,40,35
56,174,83,56,47
88,174,106,52,66
51,174,0,36,22
69,175,30,50,45
163,175,51,69,132
108,175,30,57,41
98,175,85,98,119
93,175,51,60,40
79,175,106,111,117
108,175,64,60,44
28,175,97,102,103
64,175,78,47,53
85,175,81,46,53
95,175,81,45,54
11,175,85,41,55
119,175,83,41,53
185,175,81,41,52
125,175,78,41,49
34,175,69,42,42
156,175,69,41,42
74,175,67,41,41
171,175,67,43,40
159,175,64,47,37
125,175,62,53,33
163,175,60,54,31
210,175,60,55,29
61,175,39,63,49
52,175,60,56,29
183,175,55,57,32
93,175,57,55,34
95,175,60,52,35
110,175,25,49,30
54,175,64,44,41
30,175,64,43,39
22,175,46,60,35
54,175,62,45,37
47,175,62,68,51
52,175,71,82,67
69,175,41,46,34
45,175,64,55,43
85,175,53,61,52
61,175,27,30,14
151,175,48,44,35
176,175,67,49,37
79,175,32,53,33
51,175,74,75,89
90,175,78,53,63
61,175,74,50,43
132,175,88,52,68
91,175,127,89,104
22,175,46,44,33
96,175,88,37,53
156,175,95,41,58
76,175,13,41,18
98,176,32,46,51
105,176,30,54,43
108,176,48,72,139
151,176,37,60,42
146,176,39,61,41
86,176,74,95,121
85,176,62,62,43
42,176,85,110,106
98,176,67,52,53
90,176,69,51,53
127,176,74,49,54
73,176,76,49,54
79,176,111,110,111
120,176,81,41,52
147,176,78,41,51
108,176,76,42,48
125,176,76,42,47
147,176,74,43,46
151,176,71,43,45
42,176,71,42,44
130,176,69,42,41
51,176,69,42,41
107,176,67,42,41
51,176,64,49,38
124,176,64,51,36
190,176,55,58,33
176,176,53,58,32
231,176,53,58,32
176,176,57,50,38
90,176,62,47,40
120,176,64,45,41
28,176,41,55,32
79,176,62,50,32
79,176,64,50,31
103,176,32,41,17
68,176,64,49,30
64,176,30,42,16
81,176,64,50,31
78,176,64,50,30
93,176,67,50,32
44,176,92,108,103
49,176,46,60,49
185,176,64,48,40
51,176,71,76,87
158,176,90,39,54
69,176,4,41,19
66,176,60,39,32
22,177,53,66,127
124,177,37,60,42
161,177,48,61,40
66,177,60,61,42
69,177,102,113,115
113,177,64,56,50
56,177,64,54,52
64,177,108,100,104
98,177,83,42,55
110,177,83,42,55
27,177,83,40,55
112,177,83,41,53
124,177,74,43,48
115,177,74,43,46
66,177,71,43,45
85,177,71,43,44
164,177,69,42,43
61,177,69,42,42
146,177,69,44,42
141,177,69,45,41
120,177,46,57,44
161,177,64,52,37
95,177,48,57,44
195,177,60,55,35
136,177,48,56,44
81,177,48,56,42
69,177,44,57,37
105,177,39,59,32
64,177,51,55,35
195,177,53,53,36
159,177,53,68,43
34,177,48,66,39
64,177,62,40,41
149,177,32,44,29
69,177,62,42,40
90,177,46,59,37
39,177,41,54,33
56,177,62,44,38
93,177,64,78,53
74,177,83,37,62
66,177,62,47,36
64,177,67,85,77
69,177,62,48,33
59,177,30,42,18
83,177,44,41,34
66,177,39,49,31
79,177,27,35,12
134,177,67,50,31
44,177,85,108,98
139,177,67,50,33
66,177,76,84,86
122,177,53,41,37
175,177,64,46,41
120,177,67,45,44
34,177,76,65,68
91,177,57,38,32
98,178,30,49,47
119,178,30,57,41
83,178,34,61,42
73,178,46,63,41
112,178,62,57,50
107,178,78,43,60
110,178,81,42,57
56,178,78,41,50
122,178,76,42,48
112,178,71,43,42
110,178,71,43,42
100,178,71,44,42
73,178,48,63,52
159,178,44,56,44
144,178,67,51,38
66,178,41,57,64
180,178,53,57,35
173,178,48,58,34
185,178,48,57,34
56,178,34,60,27
61,178,34,59,25
238,178,57,47,41
212,178,60,44,41
217,178,62,42,43
71,178,53,68,43
156,178,62,42,42
255,178,25,48,26
255,178,67,50,60
144,178,71,43,62
42,178,41,53,34
49,178,48,39,42
132,178,48,38,42
59,178,90,119,125
71,178,41,41,30
66,178,27,41,14
98,178,60,60,50
85,178,67,50,34
61,178,34,53,35
137,178,67,45,45
37,178,44,39,33
69,178,74,52,45
136,178,102,55,68
112,178,88,56,52
129,178,81,38,52
69,178,85,37,52
204,178,88,38,53
100,179,32,46,53
105,179,27,53,43
56,179,34,59,42
95,179,78,79,139
59,179,74,92,126
57,179,106,105,117
144,179,55,61,41
51,179,83,120,108
71,179,74,43,60
69,179,74,43,61
100,179,83,39,54
5,179,81,40,53
88,179,81,40,52
66,179,78,41,51
144,179,76,42,47
151,179,74,43,46
74,179,74,43,44
161,179,71,43,43
122,179,71,43,43
95,179,46,56,47
81,179,74,48,41
215,179,71,49,40
141,179,64,54,38
207,179,60,56,36
105,179,55,52,38
127,179,57,50,40
90,179,34,58,25
28,179,34,58,24
156,179,25,48,27
64,179,62,59,55
105,179,46,58,39
100,179,41,41,36
56,179,69,122,98
49,179,67,111,98
71,179,67,100,98
98,179,69,48,34
90,179,27,42,18
83,179,69,49,34
83,179,51,46,33
90,179,67,51,32
79,179,57,50,39
62,179,46,61,51
64,179,39,51,30
130,179,67,50,36
66,179,71,79,86
79,179,64,46,45
68,179,57,38,39
74,179,76,47,44
122,179,81,49,44
139,179,69,42,48
90,179,108,87,97
90,179,85,58,50
66,180,57,68,131
105,180,76,74,144
51,180,76,87,133
39,180,44,63,41
96,180,55,61,42
61,180,95,115,112
96,180,69,48,58
59,180,71,45,59
115,180,83,39,56
105,180,76,41,49
132,180,76,42,49
98,180,74,45,43
83,180,74,45,42
166,180,74,46,42
144,180,74,47,42
158,180,41,56,44
151,180,69,52,40
170,180,60,55,39
154,180,57,54,38
204,180,55,54,37
136,180,55,54,37
105,180,60,44,43
115,180,60,41,43
98,180,37,54,26
57,180,60,41,43
79,180,60,40,42
253,180,60,40,41
202,180,62,40,40
161,180,69,85,60
176,180,62,44,38
64,180,62,90,85
15,180,90,33,58
141,180,69,46,35
115,180,71,47,34
56,180,81,129,134
52,180,90,122,137
90,180,76,43,33
98,180,51,43,38
71,180,67,51,33
47,180,88,109,106
120,180,67,51,34
62,180,67,51,34
30,180,81,103,92
95,180,74,41,50
105,180,81,54,47
125,181,30,48,47
132,181,27,57,41
141,181,32,59,42
91,181,41,63,41
130,181,53,61,42
56,181,62,57,48
137,181,67,51,55
32,181,102,98,100
61,181,78,40,59
88,181,78,40,57
103,181,76,40,51
113,181,71,42,47
61,181,71,43,45
113,181,71,43,44
119,181,71,43,43
59,181,76,50,41
136,181,74,52,41
222,181,67,54,40
193,181,57,50,43
156,181,60,47,44
83,181,57,46,44
134,181,37,52,28
113,181,51,66,41
209,181,60,70,52
95,181,69,128,104
74,181,46,57,42
83,181,37,51,34
61,181,69,136,116
69,181,62,40,35
130,181,55,44,36
66,181,44,42,31
49,181,46,61,53
69,181,53,64,54
57,181,27,41,13
71,181,25,33,13
125,181,37,51,30
76,181,67,51,35
40,181,23,28,15
79,181,39,53,38
136,181,64,48,39
105,181,62,37,41
45,181,74,63,64
0,181,30,29,32
56,181,78,49,43
120,181,83,52,65
71,181,127,80,102
130,181,78,38,51
74,181,41,44,32
146,181,85,53,51
69,181,81,38,52
88,181,111,53,67
178,181,102,47,61
124,182,30,52,44
98,182,39,64,42
98,182,108,103,114
88,182,76,41,60
113,182,78,39,54
20,182,78,39,53
105,182,78,40,51
113,182,74,41,50
90,182,74,42,48
171,182,78,40,46
61,182,78,40,46
141,182,78,42,44
32,182,78,43,43
102,182,78,45,43
102,182,81,46,42
171,182,78,48,42
178,182,78,49,42
66,182,41,55,43
40,182,78,52,42
204,182,74,54,41
217,182,71,54,40
98,182,67,53,42
146,182,64,54,43
158,182,62,53,43
207,182,62,53,43
181,182,60,52,43
178,182,46,64,46
153,182,53,68,44
71,182,64,51,59
32,182,67,45,62
56,182,78,39,63
79,182,48,43,39
54,182,30,42,16
61,182,41,53,40
62,182,64,47,41
57,182,64,75,86
69,182,27,43,30
193,182,67,38,43
141,182,102,74,87
78,182,85,83,87
136,182,71,39,45
27,182,74,51,43
130,182,95,55,69
64,182,46,36,33
54,183,64,73,142
78,183,51,62,43
130,183,90,102,112
79,183,60,61,44
20,183,88,117,108
98,183,74,39,61
83,183,78,39,56
85,183,74,39,51
103,183,71,40,48
103,183,83,47,42
161,183,81,49,43
149,183,37,54,42
117,183,78,50,42
158,183,51,59,51
85,183,46,65,55
83,183,74,53,42
96,183,71,54,42
124,183,34,60,58
149,183,60,48,45
108,183,57,47,43
45,183,55,44,41
52,183,55,42,40
20,183,55,41,40
69,183,57,40,40
47,183,39,50,29
105,183,57,39,40
102,183,64,39,39
56,183,69,85,69
171,183,71,39,39
102,183,76,42,37
105,183,46,57,43
78,183,78,42,36
34,183,37,42,20
90,183,76,43,36
192,183,78,46,40
79,183,74,45,36
103,183,69,43,31
129,183,51,44,40
88,183,44,40,29
115,183,48,61,54
176,183,44,40,39
100,183,71,46,37
23,183,69,48,37
40,183,64,60,48
215,183,41,50,31
120,183,67,51,36
1,183,30,35,32
66,183,39,30,33
130,183,78,42,49
117,183,83,48,49
98,183,37,39,27
56,183,0,37,22
153,184,27,56,42
183,184,30,59,41
141,184,39,64,43
96,184,106,106,111
120,184,64,53,54
69,184,71,41,60
78,184,76,40,58
83,184,76,39,52
100,184,74,41,50
76,184,85,37,47
110,184,88,38,45
149,184,88,39,45
30,184,32,48,42
86,184,85,42,44
115,184,30,50,39
68,184,85,44,44
102,184,27,52,38
59,184,30,52,38
129,184,76,52,42
166,184,71,53,44
78,184,67,52,45
98,184,67,52,46
120,184,64,51,47
159,184,64,51,47
161,184,62,49,47
45,184,53,68,44
207,184,60,60,55
119,184,62,79,53
115,184,34,43,32
51,184,60,95,92
59,184,46,38,39
64,184,34,50,35
120,184,44,56,46
68,184,53,49,35
74,184,27,42,15
173,184,69,50,36
59,184,27,39,13
85,184,69,50,36
27,184,41,53,42
85,184,64,47,44
64,184,81,50,46
35,184,85,54,50
73,184,4,41,20
105,185,30,48,47
100,185,69,68,149
71,185,55,71,137
110,185,48,63,42
115,185,57,62,44
74,185,71,43,59
81,185,92,101,100
86,185,74,40,59
61,185,74,38,56
71,185,76,39,54
115,185,74,41,51
88,185,83,39,48
23,185,92,36,47
49,185,34,45,46
120,185,90,37,46
88,185,30,50,42
141,185,88,40,45
69,185,27,52,40
159,185,85,43,44
125,185,83,47,43
86,185,34,54,43
144,185,81,49,42
139,185,44,55,47
119,185,30,53,38
100,185,78,52,42
76,185,76,52,42
85,185,74,52,42
144,185,74,52,43
30,185,39,58,65
139,185,51,66,42
34,185,39,48,29
93,185,85,35,58
255,185,85,35,51
95,185,48,38,42
130,185,48,62,54
91,185,44,55,49
61,185,64,57,44
61,185,41,54,45
115,185,69,50,37
54,185,81,95,88
66,185,23,25,17
159,185,44,47,34
124,185,67,50,37
79,185,60,45,45
141,185,71,47,44
23,185,81,48,44
73,185,67,46,46
35,185,90,76,84
90,185,76,58,64
95,185,104,53,68
141,185,85,38,54
154,186,27,51,44
61,186,48,64,120
98,186,37,63,42
144,186,76,95,113
34,186,104,106,109
90,186,67,46,58
61,186,81,119,104
54,186,83,109,103
86,186,74,41,60
110,186,74,40,56
62,186,111,108,110
69,186,71,41,52
45,186,78,40,49
52,186,92,36,47
180,186,85,42,45
93,186,25,53,38
161,186,83,45,44
175,186,81,49,42
93,186,78,52,42
120,186,74,51,45
164,186,74,51,46
56,186,71,51,47
61,186,69,51,48
91,186,69,51,49
175,186,64,50,49
130,186,64,49,47
86,186,60,48,44
59,186,55,47,42
105,186,53,47,39
57,186,51,46,36
27,186,48,46,36
51,186,62,53,61
66,186,62,47,63
171,186,51,45,36
251,186,60,70,52
146,186,74,42,63
173,186,51,43,36
134,186,62,39,38
64,186,64,88,78
32,186,69,39,37
137,186,76,38,38
156,186,81,38,38
107,186,78,39,39
180,186,44,56,48
141,186,78,41,39
69,186,53,65,56
51,186,41,55,48
79,186,62,63,53
66,186,41,54,47
76,186,25,31,14
108,186,71,77,84
85,186,69,45,47
0,186,30,25,32
15,186,44,41,31
51,186,83,50,49
110,186,97,42,59
171,187,27,55,43
136,187,30,59,41
141,187,48,68,127
85,187,51,70,132
98,187,34,62,42
163,187,57,62,44
144,187,64,54,52
85,187,74,41,61
86,187,74,40,58
69,187,106,100,105
69,187,71,42,53
88,187,71,41,52
90,187,88,37,48
153,187,92,35,46
74,187,34,48,46
144,187,90,35,47
136,187,88,38,46
35,187,34,53,42
141,187,81,48,44
39,187,78,50,43
100,187,32,54,40
146,187,76,51,43
81,187,41,65,60
120,187,74,51,43
100,187,34,60,60
149,187,51,66,43
59,187,55,69,45
74,187,23,48,26
113,187,27,45,27
125,187,67,87,61
166,187,51,65,45
153,187,81,40,45
112,187,48,63,52
93,187,76,44,39
59,187,85,111,107
115,187,74,47,40
83,187,27,42,14
154,187,48,43,37
127,187,69,48,40
69,187,81,48,42
51,187,78,47,44
129,187,74,43,49
103,187,88,50,66
76,187,25,43,19
69,188,46,64,42
93,188,95,101,108
62,188,83,118,105
83,188,69,42,54
159,188,81,39,50
117,188,90,36,47
93,188,37,39,48
51,188,37,39,49
45,188,34,45,44
130,188,90,36,49
78,188,34,49,43
153,188,85,37,48
68,188,83,41,46
151,188,83,44,45
51,188,25,54,36
88,188,34,54,40
100,188,76,50,46
125,188,74,50,47
108,188,74,50,48
154,188,71,50,48
49,188,44,54,65
125,188,71,50,49
120,188,44,55,39
100,188,69,50,49
115,188,41,56,36
81,188,67,50,49
137,188,39,58,31
83,188,34,60,26
64,188,34,60,24
176,188,60,61,55
96,188,37,47,30
83,188,51,66,48
105,188,34,48,35
79,188,32,43,21
98,188,30,43,20
95,188,39,42,37
170,188,74,49,39
45,188,25,37,14
90,188,71,50,39
32,188,55,40,40
93,188,81,46,45
105,188,81,45,47
130,188,76,41,51
42,188,104,50,63
159,188,90,40,55
66,188,16,42,19
39,189,53,67,119
78,189,34,61,42
88,189,71,91,116
166,189,55,63,43
95,189,62,56,50
134,189,97,107,107
113,189,67,49,56
93,189,71,42,61
88,189,71,41,60
57,189,71,43,53
103,189,85,38,49
141,189,34,44,46
149,189,88,37,49
146,189,90,36,49
81,189,32,53,42
171,189,83,44,48
164,189,81,47,47
32,189,78,48,46
188,189,76,48,45
90,189,37,55,41
85,189,39,56,41
93,189,41,56,42
113,189,44,55,41
232,189,64,49,47
136,189,60,47,45
86,189,55,47,41
40,189,34,57,24
125,189,51,50,36
35,189,34,54,25
91,189,69,45,62
91,189,60,80,53
74,189,60,92,85
110,189,51,66,46
91,189,30,43,23
56,189,48,47,33
100,189,55,53,37
115,189,71,51,39
35,189,76,87,85
28,189,69,46,43
61,189,27,44,29
93,189,99,54,68
90,189,81,40,52
115,189,83,39,53
112,189,85,37,52
176,189,88,39,53
85,189,32,41,24
153,190,27,51,44
137,190,30,58,41
159,190,44,66,42
105,190,69,43,60
122,190,71,42,61
74,190,71,43,56
74,190,71,44,54
117,190,76,42,52
129,190,83,39,51
64,190,85,37,51
100,190,85,37,52
62,190,85,37,52
156,190,85,38,51
71,190,25,56,40
91,190,83,42,50
86,190,76,49,47
95,190,74,49,48
79,190,74,49,49
98,190,74,49,49
134,190,74,50,50
78,190,71,49,49
100,190,46,49,32
83,190,62,49,63
85,190,37,52,27
147,190,46,49,31
96,190,46,48,31
64,190,57,68,46
90,190,48,46,34
73,190,81,37,59
156,190,57,42,35
61,190,76,115,104
149,190,67,39,38
66,190,37,45,29
59,190,74,37,39
88,190,76,37,40
147,190,78,38,41
59,190,44,43,30
105,190,55,67,56
34,190,83,105,95
54,190,69,78,85
52,190,62,37,42
35,190,81,75,74
54,190,81,55,64
125,190,76,40,46
18,190,111,88,97
96,190,46,39,32
98,190,85,38,53
74,190,0,39,23
161,191,27,55,42
115,191,74,73,135
124,191,41,67,42
98,191,53,64,43
66,191,69,47,56
100,191,71,45,55
95,191,74,44,54
69,191,32,49,45
105,191,37,43,48
120,191,85,37,52
49,191,30,54,42
95,191,83,44,49
107,191,23,57,37
158,191,83,45,50
132,191,44,56,47
124,191,81,46,49
79,191,25,54,37
64,191,78,47,48
159,191,78,48,48
95,191,69,49,49
151,191,48,67,42
49,191,62,54,60
164,191,57,70,53
59,191,69,88,69
86,191,37,41,34
61,191,69,109,100
52,191,67,101,98
78,191,46,38,40
136,191,78,39,42
149,191,78,42,42
115,191,71,51,40
185,191,76,47,43
51,191,60,75,83
68,191,44,35,31
98,192,32,60,42
71,192,76,79,130
47,192,74,86,124
166,192,97,99,104
95,192,60,58,48
88,192,92,109,104
85,192,69,45,59
96,192,71,42,62
74,192,99,99,100
59,192,76,41,53
113,192,78,39,53
93,192,81,39,53
108,192,83,42,52
105,192,32,48,44
79,192,37,46,47
153,192,83,43,51
93,192,83,43,50
103,192,83,43,50
137,192,67,49,47
69,192,60,47,43
96,192,57,48,40
95,192,64,46,62
105,192,39,49,27
61,192,76,120,105
73,192,76,44,35
49,192,39,42,30
124,192,46,38,42
68,192,30,41,15
93,192,64,62,50
103,192,27,41,14
139,192,76,45,42
62,192,88,107,100
76,192,37,44,34
210,192,74,47,41
40,192,27,42,14
59,192,81,103,90
71,192,23,31,14
74,192,20,28,15
85,192,71,49,40
44,192,71,82,83
112,192,64,45,44
120,192,69,45,45
45,192,81,48,43
139,192,67,37,43
95,192,78,45,43
178,192,71,38,44
105,192,76,43,45
95,192,106,51,65
85,192,6,42,20
88,193,60,69,131
144,193,27,58,42
98,193,67,70,134
105,193,41,66,43
110,193,95,98,103
79,193,64,51,54
113,193,69,43,61
74,193,69,47,58
69,193,69,46,56
74,193,71,45,54
141,193,81,40,53
163,193,83,42,52
119,193,81,49,48
86,193,81,48,48
40,193,81,48,49
49,193,78,47,49
195,193,78,47,48
86,193,53,62,55
139,193,76,48,48
95,193,76,48,48
103,193,76,49,49
108,193,76,49,49
127,193,76,48,50
141,193,76,48,50
105,193,74,48,50
93,193,48,52,33
159,193,44,52,30
105,193,57,61,57
158,193,41,52,28
8,193,57,69,45
59,193,41,50,28
90,193,78,41,60
49,193,44,47,30
68,193,71,129,114
64,193,27,44,23
69,193,39,42,29
110,193,55,67,56
156,193,37,46,34
59,193,90,115,113
83,193,27,34,17
132,193,69,44,46
85,193,95,84,90
32,193,41,32,32
78,193,44,41,31
134,194,32,60,42
83,194,39,64,43
105,194,51,66,42
120,194,78,95,104
120,194,92,98,101
108,194,71,46,56
79,194,74,43,54
115,194,74,41,53
30,194,34,50,46
110,194,83,47,50
74,194,83,49,49
105,194,81,50,48
127,194,81,50,48
66,194,20,58,36
147,194,51,57,52
44,194,27,55,37
149,194,71,48,49
98,194,60,51,63
57,194,60,79,54
68,194,69,87,61
95,194,39,46,28
86,194,64,91,77
47,194,60,69,48
110,194,53,43,34
96,194,62,97,92
93,194,62,39,37
132,194,85,36,52
120,194,67,36,40
49,194,81,127,133
56,194,34,43,26
122,194,69,37,41
74,194,95,121,128
76,194,41,43,33
69,194,51,49,35
100,194,62,67,55
209,194,74,49,42
108,194,74,49,41
69,194,55,44,46
49,194,71,46,42
74,194,74,43,48
69,194,95,49,67
86,194,97,46,59
85,195,67,47,58
129,195,67,45,62
59,195,69,48,59
85,195,69,47,57
25,195,106,113,110
107,195,83,40,53
112,195,81,52,48
115,195,81,53,45
74,195,78,55,47
83,195,76,59,44
103,195,78,56,46
137,195,74,59,44
78,195,32,53,45
122,195,78,56,46
130,195,76,55,46
90,195,76,53,46
161,195,78,52,47
113,195,76,51,47
195,195,76,50,48
141,195,76,50,48
52,195,78,48,49
57,195,76,49,49
93,195,76,48,49
146,195,39,61,53
54,195,67,47,47
130,195,62,49,42
93,195,60,55,61
95,195,62,49,64
28,195,39,45,23
57,195,92,124,140
79,195,69,38,42
115,195,71,39,43
90,195,64,59,45
83,195,27,43,14
64,195,37,46,33
54,195,30,46,31
35,195,74,74,65
102,195,74,41,45
85,195,76,42,50
164,195,81,38,52
122,196,27,55,42
134,196,39,63,43
93,196,60,69,130
100,196,55,61,47
71,196,60,53,52
88,196,69,49,60
105,196,90,100,98
113,196,71,47,57
93,196,71,44,55
115,196,71,43,55
56,196,76,41,54
100,196,85,45,50
154,196,81,50,47
130,196,81,52,46
61,196,34,54,46
146,196,81,52,48
95,196,78,49,50
44,196,81,55,48
129,196,81,49,51
120,196,78,55,49
176,196,34,49,44
156,196,74,58,45
110,196,76,56,48
105,196,74,58,44
85,196,71,58,43
154,196,74,56,46
64,196,76,48,50
69,196,76,47,50
146,196,76,46,50
125,196,55,50,38
93,196,51,67,42
69,196,51,52,33
85,196,57,70,55
81,196,74,44,60
61,196,60,69,49
61,196,55,67,54
64,196,34,45,34
40,196,74,42,43
110,196,76,48,44
39,196,76,45,42
71,196,83,52,65
51,196,115,81,96
125,196,99,53,66
124,196,0,40,23
108,197,74,66,152
166,197,27,58,42
115,197,32,60,43
100,197,48,67,42
122,197,92,98,100
142,197,67,46,61
35,197,78,119,102
64,197,78,116,101
79,197,69,48,59
81,197,71,46,57
76,197,81,47,48
119,197,78,51,48
144,197,76,43,55
146,197,78,49,52
141,197,78,44,57
176,197,78,50,51
108,197,74,59,45
188,197,74,58,44
28,197,41,55,48
125,197,74,55,45
61,197,20,58,36
141,197,74,55,45
95,197,74,55,45
129,197,37,62,60
35,197,30,54,39
141,197,74,46,49
64,197,57,61,58
96,197,48,53,30
45,197,71,46,60
61,197,46,53,28
81,197,41,43,29
129,197,30,43,29
79,197,57,68,53
110,197,74,45,43
149,197,76,46,43
95,197,37,47,34
57,197,78,97,87
76,197,25,33,17
73,197,74,44,43
122,197,76,47,42
110,197,71,40,44
69,197,71,80,81
125,197,78,40,50
139,197,78,39,51
175,198,48,63,114
69,198,51,86,103
79,198,51,89,104
132,198,37,62,43
56,198,51,90,102
74,198,53,93,105
54,198,55,67,126
161,198,53,63,44
69,198,64,50,57
91,198,67,49,61
64,198,81,106,100
95,198,69,48,59
96,198,71,44,55
95,198,74,43,54
79,198,83,42,53
95,198,85,46,47
125,198,78,52,44
170,198,78,50,47
112,198,76,47,50
51,198,37,49,48
130,198,76,45,53
74,198,37,47,48
154,198,78,45,54
115,198,76,52,49
79,198,74,58,44
151,198,71,59,42
69,198,76,53,46
124,198,76,52,47
85,198,76,50,49
144,198,69,46,48
74,198,60,53,63
71,198,46,51,28
39,198,60,69,46
83,198,25,45,25
40,198,48,48,30
90,198,60,95,85
103,198,51,44,33
30,198,57,68,51
100,198,78,43,41
79,198,55,54,38
102,198,76,46,44
42,198,27,39,16
170,198,39,46,35
156,198,46,45,36
78,198,74,47,42
102,198,53,43,39
85,198,67,46,43
23,198,60,43,39
142,198,67,40,42
64,198,30,24,31
71,198,92,42,56
78,199,46,65,109
119,199,53,65,121
95,199,46,68,41
117,199,69,49,61
113,199,69,47,58
47,199,81,47,47
15,199,76,51,46
115,199,88,41,53
119,199,85,44,50
151,199,74,52,46
125,199,76,41,54
137,199,76,41,55
136,199,78,41,56
105,199,37,53,46
110,199,76,48,52
164,199,74,56,47
110,199,20,62,37
141,199,71,58,44
110,199,71,60,42
79,199,71,59,42
102,199,78,47,50
78,199,78,46,50
141,199,76,45,50
74,199,64,47,44
56,199,60,50,65
137,199,60,78,56
49,199,67,90,70
73,199,85,38,52
35,199,55,41,36
54,199,41,36,38
74,199,57,38,39
71,199,41,44,30
74,199,44,47,32
105,199,74,44,31
81,199,44,45,38
96,199,44,37,41
136,199,76,47,44
90,199,32,46,30
54,199,64,75,82
27,199,71,69,62
68,199,95,79,88
120,199,30,36,31
105,199,37,40,32
113,199,99,48,60
59,199,46,34,32
115,199,83,38,52
164,199,85,39,52
161,199,88,40,55
119,200,32,59,43
64,200,51,83,104
90,200,37,62,44
47,200,51,83,102
54,200,53,97,104
170,200,69,90,107
110,200,53,65,44
23,200,81,96,97
144,200,60,56,50
136,200,67,47,59
83,200,85,110,101
100,200,67,49,61
79,200,69,49,60
73,200,104,102,107
105,200,71,46,56
100,200,71,44,55
90,200,76,51,46
88,200,76,51,47
90,200,83,42,53
98,200,85,43,48
102,200,76,52,46
156,200,74,48,49
79,200,76,44,52
105,200,78,42,55
147,200,76,46,53
34,200,37,54,47
76,200,23,61,38
91,200,76,53,49
119,200,69,63,41
74,200,71,57,43
83,200,32,55,39
113,200,57,49,38
71,200,60,56,61
34,200,57,69,56
64,200,69,48,61
163,200,53,68,42
93,200,39,42,28
166,200,81,40,46
90,200,62,38,41
125,200,32,40,22
90,200,46,37,41
64,200,62,39,41
86,200,48,45,36
69,200,67,64,50
78,200,62,68,56
30,200,85,107,103
108,200,71,44,41
108,200,76,43,44
81,200,85,48,65
81,200,95,49,66
68,200,37,36,28
79,200,9,42,20
35,200,0,41,22
113,201,30,59,42
78,201,53,80,104
66,201,48,86,100
105,201,51,91,103
52,201,51,95,101
105,201,46,67,42
105,201,67,50,61
134,201,69,48,59
202,201,78,51,49
210,201,76,52,48
141,201,78,51,48
134,201,76,51,47
96,201,74,51,48
110,201,81,47,48
61,201,74,51,47
79,201,85,41,51
137,201,74,50,48
34,201,34,59,45
61,201,34,51,46
125,201,76,50,50
103,201,74,57,46
90,201,18,62,35
74,201,69,65,40
78,201,71,64,41
108,201,76,55,46
124,201,76,52,48
107,201,76,44,49
69,201,39,56,31
81,201,37,57,28
81,201,53,51,34
90,201,51,52,31
45,201,69,88,62
47,201,81,108,108
139,201,55,43,33
69,201,30,42,17
122,201,67,40,42
69,201,37,45,32
83,201,27,42,14
108,201,76,45,46
59,201,20,30,15
85,201,20,26,19
47,201,55,44,45
113,201,74,44,43
95,201,76,41,46
59,202,55,69,115
86,202,37,61,44
102,202,51,86,103
54,202,51,90,103
76,202,44,67,42
98,202,51,66,43
112,202,67,49,61
100,202,69,50,62
91,202,67,50,61
161,202,81,49,50
207,202,81,48,51
42,202,78,48,51
113,202,69,47,57
243,202,81,49,49
188,202,74,51,49
132,202,74,45,54
163,202,83,47,49
68,202,81,43,53
120,202,88,42,49
85,202,88,42,52
124,202,74,45,51
112,202,74,40,54
115,202,74,40,54
146,202,76,40,55
144,202,76,40,55
149,202,74,42,52
113,202,74,54,48
139,202,71,61,44
210,202,69,64,42
37,202,23,58,35
130,202,71,61,42
98,202,34,56,39
62,202,78,49,50
119,202,78,46,51
120,202,39,55,36
110,202,39,56,34
166,202,74,44,48
141,202,34,58,25
51,202,60,62,60
64,202,48,52,30
56,202,64,92,78
102,202,60,69,48
66,202,74,106,103
39,202,69,102,98
151,202,32,45,25
66,202,39,44,29
96,202,64,42,30
45,202,44,45,38
105,202,44,45,39
147,202,69,42,42
64,202,74,90,84
91,202,34,46,31
88,202,20,33,16
40,202,60,76,80
42,202,76,41,47
88,202,44,35,31
153,202,83,39,52
195,203,32,59,43
93,203,55,78,108
61,203,55,81,105
59,203,53,93,104
98,203,62,52,55
141,203,85,43,54
132,203,83,44,52
130,203,85,42,55
88,203,69,49,60
136,203,83,48,50
141,203,83,47,52
132,203,83,45,53
125,203,67,48,59
173,203,83,48,49
209,203,88,43,49
88,203,88,41,51
110,203,71,48,49
175,203,71,47,50
95,203,27,59,41
166,203,74,45,51
153,203,71,58,46
139,203,51,64,61
151,203,71,64,43
110,203,74,57,44
98,203,37,55,39
105,203,39,54,38
141,203,78,45,50
86,203,67,45,44
71,203,60,51,66
56,203,57,52,66
57,203,67,49,62
103,203,51,50,31
66,203,51,47,32
115,203,62,99,92
49,203,85,39,53
98,203,51,49,35
71,203,30,44,23
85,203,62,60,45
159,203,71,43,43
86,203,34,45,32
93,203,76,44,43
61,203,34,45,31
83,203,64,45,41
51,203,88,80,81
61,203,76,61,64
124,203,78,41,50
158,203,78,40,52
64,203,99,49,62
91,203,9,40,21
76,203,16,42,19
110,204,37,60,45
90,204,55,79,108
